,name,address
0,Tesla 대구 이시아폴리스 수퍼차저,대구 동구 봉무동 1544
1,Tesla 대구 수성 수퍼차저,대구 수성구 수성못6길 18 대구수성아트스퀘어
2,수태골 공영주차장 전기차충전소,대구 동구 용수동 907-1
3,대구신서혁신LH천년나무10단지 전기차충전소,대구 동구 메디밸리로 18
4,파계사 공영주차장 전기차충전소,대구 동구 파계로 686
5,Tesla 대구 수퍼차저,대구 북구 엑스코로 10
6,대덕맨션2차 전기차충전소,대구 남구 앞산순환로 655
7,동화사(동화사 집단시설지구 씨네80 극장 출구 주차장) 전기차충전소,대구 동구 팔공산로 1184
8,코스트코 대구혁신도시점 전기차충전소,대구 동구 첨단로 10
9,연경지구LH뉴웰시티아파트 전기차충전소,대구 동구 지묘동 1352-2
10,관음동한양수정아파트 전기차충전소,대구 북구 구암로 17
11,시지두레타운 입주자대표회의 전기차충전소,대구 수성구 천을로 131
12,현풍백년도깨비시장 공영주차장 전기차충전소,대구 달성군 현풍읍 현풍로6길 5
13,3호선 칠곡차량기지 전기차충전소,대구 북구 동호동 136-1
14,서대구역남측주차장 전기차충전소,대구 서구 와룡로 527
15,우방신천지타운 전기차충전소,대구 수성구 청호로46길 16
16,중부소방서 전기차충전소,대구 중구 달구벌대로 1926 주차장
17,아우디 대구 서비스센터 전기차충전소,대구 서구 서대구로63길 5
18,대구수목원 제3주차장 전기차충전소,대구 달서구 대곡동 1041 우측
19,대구복합스포츠타운시민체육관 전기차충전소,대구 북구 고성로 191
20,SK텔레콤 대구태평사옥 전기차충전소,대구 서구 원대로 73 지하주차장 좌측벽면
21,두류공원 초급속 EV충전소 전기차충전소,대구 달서구 두류동 597-6 광장휴게소 뒤쪽 주차장
22,고향차밭골식당 전기차충전소,대구 동구 파계로138길 12
23,대구 파티마병원 동관 입구 주차장 전기차충전소,대구 동구 아양로 99
24,갓바위공영2주차장 전기차충전소,대구 동구 갓바위로 227
25,경북대학교병원(본원) 전기차충전소,대구 중구 동덕로 130
26,진천역대우이안아파트 전기차충전소,대구 달서구 진천로18길 10
27,만평네거리 북편 공영주차장 전기차충전소,대구 북구 노원동3가 252-3
28,대구미술관 외환들 주차장 전기차충전소,대구 수성구 삼덕동 360-4 우측
29,강서소방서 전기차충전소,대구 달성군 다사읍 죽곡리 817 주차장
30,우방신천지타운 전기차충전소,대구 수성구 청호로46길 16
31,중부소방서 전기차충전소,대구 중구 달구벌대로 1926 주차장
32,아우디 대구 서비스센터 전기차충전소,대구 서구 서대구로63길 5
33,대구수목원 제3주차장 전기차충전소,대구 달서구 대곡동 1041 우측
34,대구복합스포츠타운시민체육관 전기차충전소,대구 북구 고성로 191
35,SK텔레콤 대구태평사옥 전기차충전소,대구 서구 원대로 73 지하주차장 좌측벽면
36,두류공원 초급속 EV충전소 전기차충전소,대구 달서구 두류동 597-6 광장휴게소 뒤쪽 주차장
37,고향차밭골식당 전기차충전소,대구 동구 파계로138길 12
38,대구 파티마병원 동관 입구 주차장 전기차충전소,대구 동구 아양로 99
39,갓바위공영2주차장 전기차충전소,대구 동구 갓바위로 227
40,경북대학교병원(본원) 전기차충전소,대구 중구 동덕로 130
41,진천역대우이안아파트 전기차충전소,대구 달서구 진천로18길 10
42,만평네거리 북편 공영주차장 전기차충전소,대구 북구 노원동3가 252-3
43,대구미술관 외환들 주차장 전기차충전소,대구 수성구 삼덕동 360-4 우측
44,강서소방서 전기차충전소,대구 달성군 다사읍 죽곡리 817 주차장
45,우방신천지타운 전기차충전소,대구 수성구 청호로46길 16
46,중부소방서 전기차충전소,대구 중구 달구벌대로 1926 주차장
47,아우디 대구 서비스센터 전기차충전소,대구 서구 서대구로63길 5
48,대구수목원 제3주차장 전기차충전소,대구 달서구 대곡동 1041 우측
49,대구복합스포츠타운시민체육관 전기차충전소,대구 북구 고성로 191
50,SK텔레콤 대구태평사옥 전기차충전소,대구 서구 원대로 73 지하주차장 좌측벽면
51,두류공원 초급속 EV충전소 전기차충전소,대구 달서구 두류동 597-6 광장휴게소 뒤쪽 주차장
52,고향차밭골식당 전기차충전소,대구 동구 파계로138길 12
53,대구 파티마병원 동관 입구 주차장 전기차충전소,대구 동구 아양로 99
54,갓바위공영2주차장 전기차충전소,대구 동구 갓바위로 227
55,경북대학교병원(본원) 전기차충전소,대구 중구 동덕로 130
56,진천역대우이안아파트 전기차충전소,대구 달서구 진천로18길 10
57,만평네거리 북편 공영주차장 전기차충전소,대구 북구 노원동3가 252-3
58,대구미술관 외환들 주차장 전기차충전소,대구 수성구 삼덕동 360-4 우측
59,강서소방서 전기차충전소,대구 달성군 다사읍 죽곡리 817 주차장
60,우방신천지타운 전기차충전소,대구 수성구 청호로46길 16
61,중부소방서 전기차충전소,대구 중구 달구벌대로 1926 주차장
62,아우디 대구 서비스센터 전기차충전소,대구 서구 서대구로63길 5
63,대구수목원 제3주차장 전기차충전소,대구 달서구 대곡동 1041 우측
64,대구복합스포츠타운시민체육관 전기차충전소,대구 북구 고성로 191
65,SK텔레콤 대구태평사옥 전기차충전소,대구 서구 원대로 73 지하주차장 좌측벽면
66,두류공원 초급속 EV충전소 전기차충전소,대구 달서구 두류동 597-6 광장휴게소 뒤쪽 주차장
67,고향차밭골식당 전기차충전소,대구 동구 파계로138길 12
68,대구 파티마병원 동관 입구 주차장 전기차충전소,대구 동구 아양로 99
69,갓바위공영2주차장 전기차충전소,대구 동구 갓바위로 227
70,경북대학교병원(본원) 전기차충전소,대구 중구 동덕로 130
71,진천역대우이안아파트 전기차충전소,대구 달서구 진천로18길 10
72,만평네거리 북편 공영주차장 전기차충전소,대구 북구 노원동3가 252-3
73,대구미술관 외환들 주차장 전기차충전소,대구 수성구 삼덕동 360-4 우측
74,강서소방서 전기차충전소,대구 달성군 다사읍 죽곡리 817 주차장
75,귀빈맨션103동앞주차장 전기차충전소,대구 달서구 월배로32안길 61
76,네이처파크 스파벨리 전기차충전소,대구 달성군 가창면 가창로 891
77,대구시 동부소방서 전기차충전소,대구 동구 신천동 73
78,시지근린공원 공영주차장 전기차충전소,대구 수성구 달구벌대로637길 5
79,수성소방서 전기차충전소,대구 수성구 청호로 87 건물 남측 1층 주차장
80,수성관광호텔 주차타워 A1 B1 구역 전기차충전소,대구 수성구 용학로 106-7
81,차량등록사업소1 전기차충전소,대구 수성구 만촌동 1429-9
82,비슬산자연휴양림공영주차장 전기차충전소,대구 달성군 유가읍 용리 15
83,대구시설공단 신천둔치관리소 전기차충전소,대구 수성구 수성동1가 649-43 주차장
84,반야월자동차정비공장 전기차충전소,대구 동구 안심로55길 52
85,대구혁신도시서한이다음3차아파트 전기차충전소,대구 동구 혁신대로 443 701동 지하1층 주차장
86,차량등록사업소 서부분소 전기차충전소,대구 달서구 이곡동 1252-3 입구 좌측
87,시지삼주한라협화타운 전기차충전소,대구 수성구 신매로 91 지하1층 주차장
88,한국농어촌공사 경북지역본부 주차장 전기차충전소,대구 북구 구암동 651
89,대구시 북구 무태골프연습장 전기차충전소,대구 북구 서변동 1267
90,한국도로공사 유천IC 전기차충전소,대구 달성군 화원읍 구라리 1118-8
91,대구종합유통단지 전기조명관사업협동조합 전기차충전소,대구 북구 유통단지로 50
92,옥포미진이지비아 전기차충전소,대구 달성군 옥포읍 비슬로447길 56 지하주차장
93,시지사월보성타운2차 전기차충전소,대구 수성구 욱수천로 133
94,기아오토큐 남대구종합서비스 전기차충전소,대구 달서구 성서공단로54길 8
95,대영채비 주차장 전기차충전소,대구 달성군 유가읍 테크노순환로7길 25 본사
96,대구유통단지 전기재료관 전기차충전소,대구 북구 유통단지로 38
97,교동면옥다사점 전기차충전소,대구 달성군 다사읍 달구벌대로 858
98,두류공원 테니스장 전기차충전소,대구 달서구 두류동 597-3 지상주차장 테니스장 맞은편 안쪽
99,칠곡부영6단지 전기차충전소,대구 북구 구암로49길 24 지하1층 주차장
100,대구광역시 상수도사업본부 수질연구소 전기차충전소,대구 달서구 감삼동 663
101,기아오토큐 수성종합서비스 전기차충전소,대구 수성구 신천동로 25 검사소쪽 출입구 좌측
102,수성소방서 전기차충전소,대구 수성구 범물동 1259
103,동림플라자 전기차충전소,대구 북구 한강로8길 20
104,르노삼성자동차 대구사업소 전기차충전소,대구 서구 와룡로 392
105,한국도로공사 유천IC 전기차충전소,대구 달성군 화원읍 구라리 1118-8
106,대구종합유통단지 전기조명관사업협동조합 전기차충전소,대구 북구 유통단지로 50
107,옥포미진이지비아 전기차충전소,대구 달성군 옥포읍 비슬로447길 56 지하주차장
108,시지사월보성타운2차 전기차충전소,대구 수성구 욱수천로 133
109,기아오토큐 남대구종합서비스 전기차충전소,대구 달서구 성서공단로54길 8
110,대영채비 주차장 전기차충전소,대구 달성군 유가읍 테크노순환로7길 25 본사
111,대구유통단지 전기재료관 전기차충전소,대구 북구 유통단지로 38
112,교동면옥다사점 전기차충전소,대구 달성군 다사읍 달구벌대로 858
113,두류공원 테니스장 전기차충전소,대구 달서구 두류동 597-3 지상주차장 테니스장 맞은편 안쪽
114,칠곡부영6단지 전기차충전소,대구 북구 구암로49길 24 지하1층 주차장
115,대구광역시 상수도사업본부 수질연구소 전기차충전소,대구 달서구 감삼동 663
116,기아오토큐 수성종합서비스 전기차충전소,대구 수성구 신천동로 25 검사소쪽 출입구 좌측
117,수성소방서 전기차충전소,대구 수성구 범물동 1259
118,동림플라자 전기차충전소,대구 북구 한강로8길 20
119,르노삼성자동차 대구사업소 전기차충전소,대구 서구 와룡로 392
120,한국도로공사 유천IC 전기차충전소,대구 달성군 화원읍 구라리 1118-8
121,대구종합유통단지 전기조명관사업협동조합 전기차충전소,대구 북구 유통단지로 50
122,옥포미진이지비아 전기차충전소,대구 달성군 옥포읍 비슬로447길 56 지하주차장
123,시지사월보성타운2차 전기차충전소,대구 수성구 욱수천로 133
124,기아오토큐 남대구종합서비스 전기차충전소,대구 달서구 성서공단로54길 8
125,대영채비 주차장 전기차충전소,대구 달성군 유가읍 테크노순환로7길 25 본사
126,대구유통단지 전기재료관 전기차충전소,대구 북구 유통단지로 38
127,교동면옥다사점 전기차충전소,대구 달성군 다사읍 달구벌대로 858
128,두류공원 테니스장 전기차충전소,대구 달서구 두류동 597-3 지상주차장 테니스장 맞은편 안쪽
129,칠곡부영6단지 전기차충전소,대구 북구 구암로49길 24 지하1층 주차장
130,대구광역시 상수도사업본부 수질연구소 전기차충전소,대구 달서구 감삼동 663
131,기아오토큐 수성종합서비스 전기차충전소,대구 수성구 신천동로 25 검사소쪽 출입구 좌측
132,수성소방서 전기차충전소,대구 수성구 범물동 1259
133,동림플라자 전기차충전소,대구 북구 한강로8길 20
134,르노삼성자동차 대구사업소 전기차충전소,대구 서구 와룡로 392
135,우방신천지타운 전기차충전소,대구 수성구 청호로46길 16
136,중부소방서 전기차충전소,대구 중구 달구벌대로 1926 주차장
137,아우디 대구 서비스센터 전기차충전소,대구 서구 서대구로63길 5
138,대구수목원 제3주차장 전기차충전소,대구 달서구 대곡동 1041 우측
139,대구복합스포츠타운시민체육관 전기차충전소,대구 북구 고성로 191
140,SK텔레콤 대구태평사옥 전기차충전소,대구 서구 원대로 73 지하주차장 좌측벽면
141,두류공원 초급속 EV충전소 전기차충전소,대구 달서구 두류동 597-6 광장휴게소 뒤쪽 주차장
142,고향차밭골식당 전기차충전소,대구 동구 파계로138길 12
143,대구 파티마병원 동관 입구 주차장 전기차충전소,대구 동구 아양로 99
144,갓바위공영2주차장 전기차충전소,대구 동구 갓바위로 227
145,경북대학교병원(본원) 전기차충전소,대구 중구 동덕로 130
146,진천역대우이안아파트 전기차충전소,대구 달서구 진천로18길 10
147,만평네거리 북편 공영주차장 전기차충전소,대구 북구 노원동3가 252-3
148,대구미술관 외환들 주차장 전기차충전소,대구 수성구 삼덕동 360-4 우측
149,강서소방서 전기차충전소,대구 달성군 다사읍 죽곡리 817 주차장
150,우방신천지타운 전기차충전소,대구 수성구 청호로46길 16
151,중부소방서 전기차충전소,대구 중구 달구벌대로 1926 주차장
152,아우디 대구 서비스센터 전기차충전소,대구 서구 서대구로63길 5
153,대구수목원 제3주차장 전기차충전소,대구 달서구 대곡동 1041 우측
154,대구복합스포츠타운시민체육관 전기차충전소,대구 북구 고성로 191
155,SK텔레콤 대구태평사옥 전기차충전소,대구 서구 원대로 73 지하주차장 좌측벽면
156,두류공원 초급속 EV충전소 전기차충전소,대구 달서구 두류동 597-6 광장휴게소 뒤쪽 주차장
157,고향차밭골식당 전기차충전소,대구 동구 파계로138길 12
158,대구 파티마병원 동관 입구 주차장 전기차충전소,대구 동구 아양로 99
159,갓바위공영2주차장 전기차충전소,대구 동구 갓바위로 227
160,경북대학교병원(본원) 전기차충전소,대구 중구 동덕로 130
161,진천역대우이안아파트 전기차충전소,대구 달서구 진천로18길 10
162,만평네거리 북편 공영주차장 전기차충전소,대구 북구 노원동3가 252-3
163,대구미술관 외환들 주차장 전기차충전소,대구 수성구 삼덕동 360-4 우측
164,강서소방서 전기차충전소,대구 달성군 다사읍 죽곡리 817 주차장
165,우방신천지타운 전기차충전소,대구 수성구 청호로46길 16
166,중부소방서 전기차충전소,대구 중구 달구벌대로 1926 주차장
167,아우디 대구 서비스센터 전기차충전소,대구 서구 서대구로63길 5
168,대구수목원 제3주차장 전기차충전소,대구 달서구 대곡동 1041 우측
169,대구복합스포츠타운시민체육관 전기차충전소,대구 북구 고성로 191
170,SK텔레콤 대구태평사옥 전기차충전소,대구 서구 원대로 73 지하주차장 좌측벽면
171,두류공원 초급속 EV충전소 전기차충전소,대구 달서구 두류동 597-6 광장휴게소 뒤쪽 주차장
172,고향차밭골식당 전기차충전소,대구 동구 파계로138길 12
173,대구 파티마병원 동관 입구 주차장 전기차충전소,대구 동구 아양로 99
174,갓바위공영2주차장 전기차충전소,대구 동구 갓바위로 227
175,경북대학교병원(본원) 전기차충전소,대구 중구 동덕로 130
176,진천역대우이안아파트 전기차충전소,대구 달서구 진천로18길 10
177,만평네거리 북편 공영주차장 전기차충전소,대구 북구 노원동3가 252-3
178,대구미술관 외환들 주차장 전기차충전소,대구 수성구 삼덕동 360-4 우측
179,강서소방서 전기차충전소,대구 달성군 다사읍 죽곡리 817 주차장
180,우방신천지타운 전기차충전소,대구 수성구 청호로46길 16
181,중부소방서 전기차충전소,대구 중구 달구벌대로 1926 주차장
182,아우디 대구 서비스센터 전기차충전소,대구 서구 서대구로63길 5
183,대구수목원 제3주차장 전기차충전소,대구 달서구 대곡동 1041 우측
184,대구복합스포츠타운시민체육관 전기차충전소,대구 북구 고성로 191
185,SK텔레콤 대구태평사옥 전기차충전소,대구 서구 원대로 73 지하주차장 좌측벽면
186,두류공원 초급속 EV충전소 전기차충전소,대구 달서구 두류동 597-6 광장휴게소 뒤쪽 주차장
187,고향차밭골식당 전기차충전소,대구 동구 파계로138길 12
188,대구 파티마병원 동관 입구 주차장 전기차충전소,대구 동구 아양로 99
189,갓바위공영2주차장 전기차충전소,대구 동구 갓바위로 227
190,경북대학교병원(본원) 전기차충전소,대구 중구 동덕로 130
191,진천역대우이안아파트 전기차충전소,대구 달서구 진천로18길 10
192,만평네거리 북편 공영주차장 전기차충전소,대구 북구 노원동3가 252-3
193,대구미술관 외환들 주차장 전기차충전소,대구 수성구 삼덕동 360-4 우측
194,강서소방서 전기차충전소,대구 달성군 다사읍 죽곡리 817 주차장
195,한국도로공사 유천IC 전기차충전소,대구 달성군 화원읍 구라리 1118-8
196,대구종합유통단지 전기조명관사업협동조합 전기차충전소,대구 북구 유통단지로 50
197,옥포미진이지비아 전기차충전소,대구 달성군 옥포읍 비슬로447길 56 지하주차장
198,시지사월보성타운2차 전기차충전소,대구 수성구 욱수천로 133
199,기아오토큐 남대구종합서비스 전기차충전소,대구 달서구 성서공단로54길 8
200,대영채비 주차장 전기차충전소,대구 달성군 유가읍 테크노순환로7길 25 본사
201,대구유통단지 전기재료관 전기차충전소,대구 북구 유통단지로 38
202,교동면옥다사점 전기차충전소,대구 달성군 다사읍 달구벌대로 858
203,두류공원 테니스장 전기차충전소,대구 달서구 두류동 597-3 지상주차장 테니스장 맞은편 안쪽
204,칠곡부영6단지 전기차충전소,대구 북구 구암로49길 24 지하1층 주차장
205,대구광역시 상수도사업본부 수질연구소 전기차충전소,대구 달서구 감삼동 663
206,기아오토큐 수성종합서비스 전기차충전소,대구 수성구 신천동로 25 검사소쪽 출입구 좌측
207,수성소방서 전기차충전소,대구 수성구 범물동 1259
208,동림플라자 전기차충전소,대구 북구 한강로8길 20
209,르노삼성자동차 대구사업소 전기차충전소,대구 서구 와룡로 392
210,한국도로공사 유천IC 전기차충전소,대구 달성군 화원읍 구라리 1118-8
211,대구종합유통단지 전기조명관사업협동조합 전기차충전소,대구 북구 유통단지로 50
212,옥포미진이지비아 전기차충전소,대구 달성군 옥포읍 비슬로447길 56 지하주차장
213,시지사월보성타운2차 전기차충전소,대구 수성구 욱수천로 133
214,기아오토큐 남대구종합서비스 전기차충전소,대구 달서구 성서공단로54길 8
215,대영채비 주차장 전기차충전소,대구 달성군 유가읍 테크노순환로7길 25 본사
216,대구유통단지 전기재료관 전기차충전소,대구 북구 유통단지로 38
217,교동면옥다사점 전기차충전소,대구 달성군 다사읍 달구벌대로 858
218,두류공원 테니스장 전기차충전소,대구 달서구 두류동 597-3 지상주차장 테니스장 맞은편 안쪽
219,칠곡부영6단지 전기차충전소,대구 북구 구암로49길 24 지하1층 주차장
220,대구광역시 상수도사업본부 수질연구소 전기차충전소,대구 달서구 감삼동 663
221,기아오토큐 수성종합서비스 전기차충전소,대구 수성구 신천동로 25 검사소쪽 출입구 좌측
222,수성소방서 전기차충전소,대구 수성구 범물동 1259
223,동림플라자 전기차충전소,대구 북구 한강로8길 20
224,르노삼성자동차 대구사업소 전기차충전소,대구 서구 와룡로 392
225,귀빈맨션103동앞주차장 전기차충전소,대구 달서구 월배로32안길 61
226,네이처파크 스파벨리 전기차충전소,대구 달성군 가창면 가창로 891
227,대구시 동부소방서 전기차충전소,대구 동구 신천동 73
228,시지근린공원 공영주차장 전기차충전소,대구 수성구 달구벌대로637길 5
229,수성소방서 전기차충전소,대구 수성구 청호로 87 건물 남측 1층 주차장
230,수성관광호텔 주차타워 A1 B1 구역 전기차충전소,대구 수성구 용학로 106-7
231,차량등록사업소1 전기차충전소,대구 수성구 만촌동 1429-9
232,비슬산자연휴양림공영주차장 전기차충전소,대구 달성군 유가읍 용리 15
233,대구시설공단 신천둔치관리소 전기차충전소,대구 수성구 수성동1가 649-43 주차장
234,반야월자동차정비공장 전기차충전소,대구 동구 안심로55길 52
235,대구혁신도시서한이다음3차아파트 전기차충전소,대구 동구 혁신대로 443 701동 지하1층 주차장
236,차량등록사업소 서부분소 전기차충전소,대구 달서구 이곡동 1252-3 입구 좌측
237,시지삼주한라협화타운 전기차충전소,대구 수성구 신매로 91 지하1층 주차장
238,한국농어촌공사 경북지역본부 주차장 전기차충전소,대구 북구 구암동 651
239,대구시 북구 무태골프연습장 전기차충전소,대구 북구 서변동 1267
240,귀빈맨션103동앞주차장 전기차충전소,대구 달서구 월배로32안길 61
241,네이처파크 스파벨리 전기차충전소,대구 달성군 가창면 가창로 891
242,대구시 동부소방서 전기차충전소,대구 동구 신천동 73
243,시지근린공원 공영주차장 전기차충전소,대구 수성구 달구벌대로637길 5
244,수성소방서 전기차충전소,대구 수성구 청호로 87 건물 남측 1층 주차장
245,수성관광호텔 주차타워 A1 B1 구역 전기차충전소,대구 수성구 용학로 106-7
246,차량등록사업소1 전기차충전소,대구 수성구 만촌동 1429-9
247,비슬산자연휴양림공영주차장 전기차충전소,대구 달성군 유가읍 용리 15
248,대구시설공단 신천둔치관리소 전기차충전소,대구 수성구 수성동1가 649-43 주차장
249,반야월자동차정비공장 전기차충전소,대구 동구 안심로55길 52
250,대구혁신도시서한이다음3차아파트 전기차충전소,대구 동구 혁신대로 443 701동 지하1층 주차장
251,차량등록사업소 서부분소 전기차충전소,대구 달서구 이곡동 1252-3 입구 좌측
252,시지삼주한라협화타운 전기차충전소,대구 수성구 신매로 91 지하1층 주차장
253,한국농어촌공사 경북지역본부 주차장 전기차충전소,대구 북구 구암동 651
254,대구시 북구 무태골프연습장 전기차충전소,대구 북구 서변동 1267
255,귀빈맨션103동앞주차장 전기차충전소,대구 달서구 월배로32안길 61
256,네이처파크 스파벨리 전기차충전소,대구 달성군 가창면 가창로 891
